time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
105900,0.20769048,0.20753091,0.20705124,0.20624848,0.20511751,0.20365082,0.20183811,0.19966575,0.19711593,0.19416551,0.19078427,0.18693229,0.18255590,0.17758103,0.17190189,0.16535988,0.15770078,0.14847456,0.13674599,0.11985969,0.06009967
105960,0.20761963,0.20746016,0.20698076,0.20617846,0.20504814,0.20358229,0.20177061,0.19959947,0.19705107,0.19410229,0.19072290,0.18687301,0.18249895,0.17752669,0.17185046,0.16531173,0.15765636,0.14843447,0.13671114,0.11983184,0.06008673
106020,0.20754887,0.20738949,0.20691037,0.20610853,0.20497886,0.20351384,0.20170319,0.19953327,0.19698630,0.19403915,0.19066161,0.18681380,0.18244207,0.17747241,0.17179910,0.16526364,0.15761199,0.14839442,0.13667633,0.11980404,0.06007382
106080,0.20747821,0.20731892,0.20684007,0.20603870,0.20490967,0.20344549,0.20163586,0.19946716,0.19692162,0.19397610,0.19060041,0.18675467,0.18238527,0.17741821,0.17174780,0.16521561,0.15756768,0.14835443,0.13664156,0.11977626,0.06006094
106140,0.20740764,0.20724844,0.20676987,0.20596895,0.20484057,0.20337722,0.20156862,0.19940114,0.19685701,0.19391312,0.19053928,0.18669562,0.18232853,0.17736407,0.17169657,0.16516764,0.15752342,0.14831448,0.13660683,0.11974852,0.06004808
106200,0.20733716,0.20717805,0.20669976,0.20589930,0.20477156,0.20330904,0.20150146,0.19933520,0.19679250,0.19385023,0.19047823,0.18663664,0.18227187,0.17731000,0.17164540,0.16511973,0.15747921,0.14827458,0.13657214,0.11972081,0.06003525
106260,0.20726677,0.20710776,0.20662974,0.20582974,0.20470264,0.20324095,0.20143440,0.19926935,0.19672806,0.19378742,0.19041725,0.18657773,0.18221529,0.17725600,0.17159429,0.16507188,0.15743506,0.14823473,0.13653750,0.11969313,0.06002244
106320,0.20719648,0.20703755,0.20655981,0.20576026,0.20463381,0.20317296,0.20136742,0.19920359,0.19666371,0.19372468,0.19035636,0.18651891,0.18215877,0.17720207,0.17154325,0.16502409,0.15739097,0.14819493,0.13650290,0.11966548,0.06000966
106380,0.20712628,0.20696744,0.20648997,0.20569088,0.20456507,0.20310504,0.20130052,0.19913791,0.19659944,0.19366203,0.19029554,0.18646015,0.18210233,0.17714821,0.17149227,0.16497636,0.15734693,0.14815517,0.13646834,0.11963787,0.05999691
106440,0.20705616,0.20689742,0.20642022,0.20562159,0.20449643,0.20303722,0.20123372,0.19907231,0.19653525,0.19359946,0.19023480,0.18640147,0.18204595,0.17709441,0.17144136,0.16492869,0.15730294,0.14811547,0.13643381,0.11961029,0.05998418
106500,0.20698615,0.20682750,0.20635057,0.20555239,0.20442786,0.20296949,0.20116700,0.19900680,0.19647115,0.19353697,0.19017414,0.18634287,0.18198965,0.17704068,0.17139051,0.16488107,0.15725901,0.14807581,0.13639934,0.11958274,0.05997148
106560,0.20691622,0.20675766,0.20628100,0.20548328,0.20435939,0.20290184,0.20110037,0.19894138,0.19640713,0.19347457,0.19011356,0.18628434,0.18193342,0.17698702,0.17133972,0.16483352,0.15721513,0.14803620,0.13636490,0.11955522,0.05995880
106620,0.20684638,0.20668791,0.20621153,0.20541427,0.20429101,0.20283428,0.20103382,0.19887604,0.19634319,0.19341224,0.19005306,0.18622589,0.18187727,0.17693343,0.17128900,0.16478602,0.15717130,0.14799664,0.13633050,0.11952773,0.05994615
106680,0.20677664,0.20661826,0.20614215,0.20534534,0.20422272,0.20276681,0.20096736,0.19881078,0.19627934,0.19334999,0.18999263,0.18616751,0.18182118,0.17687991,0.17123834,0.16473858,0.15712753,0.14795712,0.13629614,0.11950028,0.05993352
106740,0.20670698,0.20654870,0.20607286,0.20527650,0.20415452,0.20269943,0.20090099,0.19874561,0.19621557,0.19328782,0.18993228,0.18610920,0.18176516,0.17682645,0.17118774,0.16469121,0.15708381,0.14791766,0.13626183,0.11947286,0.05992092
106800,0.20663742,0.20647922,0.20600365,0.20520775,0.20408640,0.20263213,0.20083470,0.19868052,0.19615188,0.19322573,0.18987200,0.18605097,0.18170922,0.17677306,0.17113721,0.16464389,0.15704015,0.14787824,0.13622755,0.11944547,0.05990835
106860,0.20656795,0.20640984,0.20593454,0.20513908,0.20401837,0.20256493,0.20076850,0.19861552,0.19608827,0.19316372,0.18981181,0.18599281,0.18165334,0.17671973,0.17108674,0.16459662,0.15699654,0.14783887,0.13619332,0.11941811,0.05989580
106920,0.20649857,0.20634055,0.20586552,0.20507051,0.20395043,0.20249780,0.20070238,0.19855059,0.19602474,0.19310179,0.18975169,0.18593473,0.18159754,0.17666647,0.17103633,0.16454942,0.15695298,0.14779954,0.13615913,0.11939079,0.05988327
106980,0.20642927,0.20627135,0.20579659,0.20500203,0.20388258,0.20243077,0.20063635,0.19848576,0.19596129,0.19303994,0.18969164,0.18587672,0.18154180,0.17661328,0.17098599,0.16450228,0.15690947,0.14776027,0.13612497,0.11936349,0.05987077
107040,0.20636007,0.20620223,0.20572774,0.20493364,0.20381482,0.20236382,0.20057040,0.19842100,0.19589793,0.19297817,0.18963167,0.18581878,0.18148614,0.17656016,0.17093570,0.16445519,0.15686602,0.14772104,0.13609086,0.11933623,0.05985830
107100,0.20629096,0.20613321,0.20565899,0.20486533,0.20374714,0.20229696,0.20050454,0.19835633,0.19583464,0.19291647,0.18957178,0.18576092,0.18143054,0.17650710,0.17088548,0.16440816,0.15682262,0.14768186,0.13605679,0.11930900,0.05984585
107160,0.20622194,0.20606428,0.20559032,0.20479711,0.20367956,0.20223018,0.20043876,0.19829175,0.19577144,0.19285486,0.18951197,0.18570313,0.18137502,0.17645411,0.17083532,0.16436119,0.15677928,0.14764272,0.13602276,0.11928180,0.05983342
107220,0.20615300,0.20599543,0.20552175,0.20472898,0.20361206,0.20216349,0.20037307,0.19822724,0.19570832,0.19279332,0.18945223,0.18564541,0.18131957,0.17640118,0.17078523,0.16431428,0.15673598,0.14760363,0.13598877,0.11925463,0.05982102
107280,0.20608416,0.20592668,0.20545326,0.20466094,0.20354464,0.20209689,0.20030747,0.19816282,0.19564528,0.19273186,0.18939257,0.18558776,0.18126418,0.17634832,0.17073519,0.16426742,0.15669274,0.14756459,0.13595482,0.11922749,0.05980864
107340,0.20601540,0.20585801,0.20538486,0.20459299,0.20347731,0.20203037,0.20024194,0.19809848,0.19558232,0.19267048,0.18933298,0.18553019,0.18120887,0.17629553,0.17068522,0.16422062,0.15664955,0.14752560,0.13592090,0.11920039,0.05979629
107400,0.20594674,0.20578943,0.20531655,0.20452512,0.20341007,0.20196394,0.20017650,0.19803422,0.19551944,0.19260918,0.18927346,0.18547269,0.18115362,0.17624280,0.17063531,0.16417388,0.15660642,0.14748665,0.13588703,0.11917332,0.05978397
107460,0.20587816,0.20572094,0.20524832,0.20445735,0.20334292,0.20189759,0.20011115,0.19797005,0.19545664,0.19254796,0.18921403,0.18541527,0.18109844,0.17619014,0.17058546,0.16412720,0.15656333,0.14744775,0.13585320,0.11914627,0.05977166
107520,0.20580967,0.20565254,0.20518019,0.20438965,0.20327585,0.20183133,0.20004588,0.19790596,0.19539392,0.19248681,0.18915467,0.18535791,0.18104334,0.17613754,0.17053568,0.16408057,0.15652030,0.14740890,0.13581941,0.11911926,0.05975939
107580,0.20574127,0.20558423,0.20511214,0.20432205,0.20320887,0.20176516,0.19998069,0.19784195,0.19533128,0.19242574,0.18909538,0.18530063,0.18098830,0.17608501,0.17048595,0.16403400,0.15647732,0.14737009,0.13578566,0.11909228,0.05974713
107640,0.20567296,0.20551601,0.20504418,0.20425453,0.20314198,0.20169906,0.19991558,0.19777802,0.19526872,0.19236475,0.18903617,0.18524342,0.18093333,0.17603255,0.17043629,0.16398749,0.15643440,0.14733133,0.13575195,0.11906533,0.05973491
107700,0.20560473,0.20544787,0.20497631,0.20418710,0.20307517,0.20163306,0.19985056,0.19771417,0.19520624,0.19230384,0.18897703,0.18518628,0.18087843,0.17598015,0.17038668,0.16394103,0.15639152,0.14729261,0.13571827,0.11903841,0.05972270
107760,0.20553660,0.20537982,0.20490853,0.20411976,0.20300845,0.20156713,0.19978562,0.19765040,0.19514384,0.19224300,0.18891797,0.18512921,0.18082359,0.17592781,0.17033714,0.16389463,0.15634870,0.14725395,0.13568464,0.11901152,0.05971052
107820,0.20546855,0.20531186,0.20484083,0.20405250,0.20294181,0.20150130,0.19972077,0.19758672,0.19508151,0.19218224,0.18885898,0.18507222,0.18076883,0.17587554,0.17028766,0.16384829,0.15630592,0.14721532,0.13565105,0.11898467,0.05969837
107880,0.20540058,0.20524398,0.20477322,0.20398533,0.20287526,0.20143554,0.19965600,0.19752311,0.19501927,0.19212156,0.18880006,0.18501529,0.18071413,0.17582333,0.17023824,0.16380201,0.15626320,0.14717675,0.13561749,0.11895784,0.05968623
107940,0.20533271,0.20517620,0.20470570,0.20391825,0.20280879,0.20136987,0.19959131,0.19745959,0.19495711,0.19206095,0.18874123,0.18495844,0.18065950,0.17577119,0.17018888,0.16375578,0.15622054,0.14713822,0.13558398,0.11893105,0.05967413
108000,0.20526492,0.20510850,0.20463826,0.20385125,0.20274241,0.20130429,0.19952670,0.19739615,0.19489502,0.19200042,0.18868246,0.18490166,0.18060494,0.17571911,0.17013958,0.16370960,0.15617792,0.14709973,0.13555050,0.11890428,0.05966204
108060,0.20519723,0.20504089,0.20457092,0.20378435,0.20267612,0.20123879,0.19946218,0.19733280,0.19483302,0.19193998,0.18862378,0.18484495,0.18055046,0.17566711,0.17009035,0.16366349,0.15613536,0.14706130,0.13551707,0.11887755,0.05964998
108120,0.20512962,0.20497337,0.20450366,0.20371753,0.20260991,0.20117338,0.19939774,0.19726952,0.19477110,0.19187960,0.18856516,0.18478832,0.18049604,0.17561516,0.17004117,0.16361743,0.15609284,0.14702291,0.13548368,0.11885085,0.05963795
108180,0.20506209,0.20490593,0.20443648,0.20365078,0.20254378,0.20110804,0.19933338,0.19720632,0.19470925,0.19181930,0.18850662,0.18473175,0.18044168,0.17556328,0.16999206,0.16357143,0.15605038,0.14698456,0.13545032,0.11882417,0.05962594
108240,0.20499465,0.20483858,0.20436939,0.20358413,0.20247774,0.20104279,0.19926910,0.19714320,0.19464748,0.19175908,0.18844814,0.18467525,0.18038739,0.17551146,0.16994300,0.16352548,0.15600797,0.14694626,0.13541700,0.11879753,0.05961395
108300,0.20492730,0.20477131,0.20430238,0.20351756,0.20241178,0.20097762,0.19920491,0.19708016,0.19458578,0.19169893,0.18838975,0.18461882,0.18033317,0.17545970,0.16989400,0.16347959,0.15596561,0.14690800,0.13538372,0.11877092,0.05960198
108360,0.20486003,0.20470413,0.20423546,0.20345107,0.20234590,0.20091253,0.19914079,0.19701719,0.19452417,0.19163886,0.18833142,0.18456246,0.18027901,0.17540801,0.16984506,0.16343375,0.15592330,0.14686979,0.13535048,0.11874434,0.05959004
108420,0.20479285,0.20463703,0.20416862,0.20338467,0.20228011,0.20084753,0.19907675,0.19695431,0.19446263,0.19157886,0.18827317,0.18450618,0.18022493,0.17535638,0.16979619,0.16338796,0.15588103,0.14683162,0.13531727,0.11871779,0.05957812
108480,0.20472575,0.20457002,0.20410187,0.20331835,0.20221440,0.20078261,0.19901280,0.19689151,0.19440117,0.19151893,0.18821499,0.18444996,0.18017091,0.17530481,0.16974737,0.16334224,0.15583882,0.14679350,0.13528411,0.11869126,0.05956623
108540,0.20465874,0.20450309,0.20403520,0.20325212,0.20214878,0.20071777,0.19894893,0.19682879,0.19433978,0.19145909,0.18815688,0.18439381,0.18011695,0.17525331,0.16969861,0.16329656,0.15579667,0.14675542,0.13525098,0.11866477,0.05955436
108600,0.20459181,0.20443625,0.20396862,0.20318597,0.20208324,0.20065301,0.19888513,0.19676614,0.19427848,0.19139931,0.18809885,0.18433773,0.18006306,0.17520187,0.16964991,0.16325095,0.15575456,0.14671739,0.13521790,0.11863831,0.05954251
108660,0.20452497,0.20436950,0.20390212,0.20311990,0.20201778,0.20058834,0.19882142,0.19670358,0.19421725,0.19133961,0.18804088,0.18428172,0.18000924,0.17515049,0.16960127,0.16320539,0.15571250,0.14667940,0.13518485,0.11861188,0.05953068
108720,0.20445821,0.20430283,0.20383571,0.20305392,0.20195240,0.20052375,0.19875779,0.19664109,0.19415609,0.19127999,0.18798300,0.18422578,0.17995549,0.17509918,0.16955269,0.16315988,0.15567049,0.14664146,0.13515184,0.11858548,0.05951888
108780,0.20439154,0.20423624,0.20376938,0.20298802,0.20188711,0.20045923,0.19869424,0.19657868,0.19409502,0.19122044,0.18792518,0.18416991,0.17990180,0.17504793,0.16950416,0.16311443,0.15562853,0.14660356,0.13511886,0.11855911,0.05950710
108840,0.20432495,0.20416974,0.20370314,0.20292221,0.20182190,0.20039480,0.19863077,0.19651635,0.19403402,0.19116097,0.18786743,0.18411411,0.17984818,0.17499674,0.16945570,0.16306903,0.15558662,0.14656571,0.13508593,0.11853277,0.05949535
108900,0.20425845,0.20410332,0.20363698,0.20285648,0.20175677,0.20033045,0.19856738,0.19645410,0.19397310,0.19110157,0.18780976,0.18405838,0.17979462,0.17494562,0.16940730,0.16302369,0.15554476,0.14652790,0.13505303,0.11850645,0.05948362
108960,0.20419203,0.20403699,0.20357090,0.20279083,0.20169173,0.20026619,0.19850407,0.19639193,0.19391225,0.19104224,0.18775215,0.18400272,0.17974113,0.17489455,0.16935895,0.16297840,0.15550295,0.14649014,0.13502018,0.11848017,0.05947191
109020,0.20412570,0.20397074,0.20350491,0.20272527,0.20162677,0.20020200,0.19844083,0.19632984,0.19385148,0.19098299,0.18769462,0.18394712,0.17968770,0.17484355,0.16931066,0.16293317,0.15546120,0.14645242,0.13498736,0.11845392,0.05946022
109080,0.20405945,0.20390458,0.20343900,0.20265979,0.20156188,0.20013790,0.19837768,0.19626782,0.19379078,0.19092381,0.18763716,0.18389160,0.17963434,0.17479261,0.16926244,0.16288799,0.15541949,0.14641475,0.13495457,0.11842770,0.05944856
109140,0.20399328,0.20383850,0.20337318,0.20259439,0.20149709,0.20007387,0.19831461,0.19620588,0.19373017,0.19086470,0.18757978,0.18383614,0.17958105,0.17474174,0.16921426,0.16284286,0.15537783,0.14637712,0.13492183,0.11840150,0.05943692
109200,0.20392720,0.20377250,0.20330743,0.20252907,0.20143237,0.20000993,0.19825162,0.19614402,0.19366962,0.19080567,0.18752246,0.18378075,0.17952782,0.17469092,0.16916615,0.16279779,0.15533622,0.14633953,0.13488912,0.11837534,0.05942530
109260,0.20386120,0.20370658,0.20324177,0.20246384,0.20136773,0.19994606,0.19818870,0.19608223,0.19360915,0.19074671,0.18746521,0.18372543,0.17947466,0.17464017,0.16911810,0.16275277,0.15529466,0.14630199,0.13485645,0.11834921,0.05941370
109320,0.20379528,0.20364075,0.20317620,0.20239869,0.20130318,0.19988228,0.19812587,0.19602053,0.19354876,0.19068783,0.18740804,0.18367018,0.17942156,0.17458948,0.16907010,0.16270781,0.15525314,0.14626449,0.13482382,0.11832310,0.05940213
109380,0.20372945,0.20357500,0.20311070,0.20233362,0.20123870,0.19981857,0.19806311,0.19595890,0.19348845,0.19062902,0.18735093,0.18361500,0.17936852,0.17453885,0.16902217,0.16266290,0.15521168,0.14622703,0.13479123,0.11829703,0.05939058
109440,0.20366370,0.20350934,0.20304529,0.20226863,0.20117431,0.19975495,0.19800043,0.19589734,0.19342820,0.19057028,0.18729390,0.18355988,0.17931556,0.17448828,0.16897429,0.16261804,0.15517027,0.14618962,0.13475867,0.11827098,0.05937905
109500,0.20359803,0.20344376,0.20297996,0.20220372,0.20111000,0.19969141,0.19793783,0.19583587,0.19336804,0.19051161,0.18723693,0.18350483,0.17926265,0.17443778,0.16892646,0.16257324,0.15512890,0.14615226,0.13472615,0.11824497,0.05936755
109560,0.20353245,0.20337826,0.20291471,0.20213890,0.20104577,0.19962794,0.19787531,0.19577447,0.19330794,0.19045302,0.18718004,0.18344985,0.17920981,0.17438733,0.16887870,0.16252849,0.15508759,0.14611493,0.13469367,0.11821898,0.05935606
109620,0.20346695,0.20331284,0.20284955,0.20207415,0.20098162,0.19956456,0.19781286,0.19571314,0.19324793,0.19039450,0.18712322,0.18339494,0.17915704,0.17433695,0.16883099,0.16248380,0.15504632,0.14607765,0.13466123,0.11819302,0.05934460
109680,0.20340153,0.20324750,0.20278447,0.20200949,0.20091755,0.19950125,0.19775050,0.19565190,0.19318798,0.19033605,0.18706646,0.18334009,0.17910433,0.17428662,0.16878334,0.16243916,0.15500510,0.14604041,0.13462882,0.11816709,0.05933317
109740,0.20333619,0.20318225,0.20271946,0.20194491,0.20085356,0.19943803,0.19768821,0.19559073,0.19312811,0.19027767,0.18700978,0.18328531,0.17905168,0.17423636,0.16873575,0.16239457,0.15496393,0.14600322,0.13459645,0.11814119,0.05932175
109800,0.20327093,0.20311708,0.20265454,0.20188041,0.20078965,0.19937488,0.19762600,0.19552963,0.19306832,0.19021937,0.18695316,0.18323060,0.17899910,0.17418616,0.16868821,0.16235003,0.15492281,0.14596607,0.13456412,0.11811532,0.05931036
109860,0.20320576,0.20305199,0.20258971,0.20181599,0.20072582,0.19931181,0.19756387,0.19546861,0.19300860,0.19016114,0.18689662,0.18317595,0.17894658,0.17413602,0.16864073,0.16230555,0.15488174,0.14592896,0.13453182,0.11808948,0.05929898
109920,0.20314067,0.20298698,0.20252495,0.20175165,0.20066207,0.19924882,0.19750181,0.19540767,0.19294895,0.19010298,0.18684014,0.18312137,0.17889413,0.17408594,0.16859331,0.16226112,0.15484072,0.14589190,0.13449956,0.11806366,0.05928763
109980,0.20307566,0.20292205,0.20246027,0.20168739,0.20059840,0.19918591,0.19743983,0.19534680,0.19288938,0.19004489,0.18678374,0.18306686,0.17884173,0.17403592,0.16854595,0.16221674,0.15479974,0.14585488,0.13446734,0.11803788,0.05927630
110040,0.20301073,0.20285720,0.20239567,0.20162322,0.20053480,0.19912307,0.19737793,0.19528601,0.19282988,0.18998687,0.18672740,0.18301242,0.17878941,0.17398596,0.16849864,0.16217242,0.15475881,0.14581790,0.13443516,0.11801212,0.05926500
110100,0.20294588,0.20279244,0.20233116,0.20155912,0.20047129,0.19906032,0.19731610,0.19522529,0.19277045,0.18992892,0.18667113,0.18295804,0.17873714,0.17393606,0.16845139,0.16212815,0.15471793,0.14578097,0.13440301,0.11798640,0.05925371
110160,0.20288111,0.20272775,0.20226672,0.20149510,0.20040786,0.19899764,0.19725436,0.19516465,0.19271110,0.18987105,0.18661493,0.18290372,0.17868494,0.17388622,0.16840419,0.16208393,0.15467710,0.14574407,0.13437090,0.11796070,0.05924245
110220,0.20281643,0.20266315,0.20220237,0.20143116,0.20034451,0.19893504,0.19719268,0.19510409,0.19265182,0.18981324,0.18655880,0.18284948,0.17863281,0.17383645,0.16835705,0.16203976,0.15463631,0.14570723,0.13433882,0.11793503,0.05923121
110280,0.20275182,0.20259863,0.20213810,0.20136730,0.20028123,0.19887252,0.19713109,0.19504359,0.19259261,0.18975551,0.18650274,0.18279530,0.17858073,0.17378673,0.16830997,0.16199564,0.15459558,0.14567042,0.13430678,0.11790939,0.05921999
110340,0.20268729,0.20253419,0.20207390,0.20130352,0.20021803,0.19881007,0.19706957,0.19498318,0.19253348,0.18969785,0.18644675,0.18274118,0.17852872,0.17373707,0.16826294,0.16195158,0.15455489,0.14563365,0.13427478,0.11788378,0.05920879
110400,0.20262285,0.20246982,0.20200979,0.20123982,0.20015492,0.19874771,0.19700813,0.19492283,0.19247442,0.18964026,0.18639083,0.18268713,0.17847677,0.17368747,0.16821597,0.16190757,0.15451425,0.14559693,0.13424281,0.11785819,0.05919762
110460,0.20255849,0.20240554,0.20194575,0.20117620,0.20009188,0.19868542,0.19694676,0.19486257,0.19241543,0.18958274,0.18633497,0.18263315,0.17842489,0.17363793,0.16816906,0.16186361,0.15447366,0.14556025,0.13421088,0.11783264,0.05918646
110520,0.20249420,0.20234134,0.20188180,0.20111266,0.20002891,0.19862321,0.19688547,0.19480237,0.19235651,0.18952529,0.18627918,0.18257923,0.17837306,0.17358845,0.16812220,0.16181971,0.15443311,0.14552362,0.13417899,0.11780711,0.05917533
110580,0.20243000,0.20227722,0.20181792,0.20104920,0.19996603,0.19856107,0.19682425,0.19474225,0.19229767,0.18946791,0.18622346,0.18252538,0.17832130,0.17353902,0.16807540,0.16177585,0.15439261,0.14548702,0.13414713,0.11778161,0.05916422
110640,0.20236587,0.20221317,0.20175413,0.20098581,0.19990322,0.19849901,0.19676311,0.19468221,0.19223890,0.18941060,0.18616781,0.18247159,0.17826960,0.17348966,0.16802865,0.16173205,0.15435216,0.14545047,0.13411531,0.11775614,0.05915313
110700,0.20230183,0.20214921,0.20169041,0.20092251,0.19984050,0.19843703,0.19670205,0.19462223,0.19218020,0.18935336,0.18611222,0.18241787,0.17821797,0.17344036,0.16798196,0.16168830,0.15431175,0.14541396,0.13408353,0.11773070,0.05914206
110760,0.20223786,0.20208533,0.20162677,0.20085928,0.19977784,0.19837512,0.19664106,0.19456233,0.19212157,0.18929619,0.18605670,0.18236421,0.17816639,0.17339111,0.16793532,0.16164460,0.15427140,0.14537749,0.13405178,0.11770528,0.05913101
110820,0.20217397,0.20202152,0.20156321,0.20079613,0.19971527,0.19831329,0.19658015,0.19450251,0.19206302,0.18923909,0.18600125,0.18231062,0.17811488,0.17334193,0.16788874,0.16160095,0.15423109,0.14534106,0.13402007,0.11767990,0.05911998
110880,0.20211017,0.20195780,0.20149973,0.20073306,0.19965278,0.19825154,0.19651931,0.19444276,0.19200453,0.18918206,0.18594587,0.18225709,0.17806343,0.17329280,0.16784222,0.16155735,0.15419082,0.14530468,0.13398839,0.11765454,0.05910898
110940,0.20204644,0.20189415,0.20143633,0.20067007,0.19959036,0.19818986,0.19645854,0.19438308,0.19194612,0.18912509,0.18589056,0.18220363,0.17801204,0.17324373,0.16779575,0.16151380,0.15415061,0.14526833,0.13395675,0.11762921,0.05909799
111000,0.20198279,0.20183058,0.20137300,0.20060715,0.19952801,0.19812826,0.19639785,0.19432347,0.19188778,0.18906820,0.18583531,0.18215023,0.17796072,0.17319472,0.16774933,0.16147031,0.15411044,0.14523203,0.13392514,0.11760391,0.05908703
111060,0.20191922,0.20176709,0.20130976,0.20054431,0.19946575,0.19806674,0.19633724,0.19426394,0.19182951,0.18901138,0.18578013,0.18209689,0.17790945,0.17314577,0.16770297,0.16142686,0.15407031,0.14519577,0.13389357,0.11757863,0.05907609
111120,0.20185572,0.20170368,0.20124659,0.20048155,0.19940356,0.19800529,0.19627669,0.19420448,0.19177131,0.18895462,0.18572501,0.18204362,0.17785825,0.17309688,0.16765666,0.16138347,0.15403024,0.14515955,0.13386203,0.11755338,0.05906516
111180,0.20179231,0.20164035,0.20118350,0.20041887,0.19934145,0.19794391,0.19621623,0.19414510,0.19171318,0.18889794,0.18566996,0.18199042,0.17780710,0.17304804,0.16761041,0.16134013,0.15399021,0.14512338,0.13383054,0.11752817,0.05905426
111240,0.20172897,0.20157709,0.20112049,0.20035626,0.19927941,0.19788262,0.19615583,0.19408578,0.19165512,0.18884132,0.18561498,0.18193727,0.17775602,0.17299927,0.16756422,0.16129684,0.15395022,0.14508724,0.13379907,0.11750297,0.05904338
111300,0.20166571,0.20151391,0.20105755,0.20029373,0.19921745,0.19782139,0.19609552,0.19402654,0.19159713,0.18878478,0.18556007,0.18188420,0.17770500,0.17295055,0.16751807,0.16125359,0.15391028,0.14505115,0.13376764,0.11747781,0.05903252
111360,0.20160253,0.20145081,0.20099470,0.20023128,0.19915557,0.19776024,0.19603527,0.19396737,0.19153922,0.18872830,0.18550522,0.18183118,0.17765404,0.17290189,0.16747199,0.16121040,0.15387039,0.14501509,0.13373625,0.11745268,0.05902168
111420,0.20153943,0.20138779,0.20093192,0.20016891,0.19909376,0.19769917,0.19597510,0.19390827,0.19148137,0.18867189,0.18545043,0.18177823,0.17760315,0.17285328,0.16742595,0.16116726,0.15383055,0.14497908,0.13370489,0.11742757,0.05901087
111480,0.20147641,0.20132485,0.20086921,0.20010661,0.19903203,0.19763817,0.19591500,0.19384925,0.19142360,0.18861554,0.18539572,0.18172534,0.17755231,0.17280474,0.16737997,0.16112417,0.15379075,0.14494311,0.13367357,0.11740249,0.05900007
111540,0.20141346,0.20126198,0.20080659,0.20004438,0.19897037,0.19757725,0.19585497,0.19379029,0.19136589,0.18855927,0.18534107,0.18167252,0.17750153,0.17275625,0.16733405,0.16108113,0.15375099,0.14490718,0.13364228,0.11737743,0.05898929
111600,0.20135059,0.20119919,0.20074404,0.19998224,0.19890879,0.19751639,0.19579502,0.19373141,0.19130825,0.18850306,0.18528648,0.18161976,0.17745081,0.17270782,0.16728817,0.16103814,0.15371129,0.14487129,0.13361103,0.11735241,0.05897853
111660,0.20128780,0.20113649,0.20068158,0.19992018,0.19884730,0.19745563,0.19573515,0.19367261,0.19125070,0.18844693,0.18523197,0.18156707,0.17740016,0.17265945,0.16724236,0.16099521,0.15367163,0.14483545,0.13357982,0.11732741,0.05896780
111720,0.20122509,0.20107385,0.20061918,0.19985819,0.19878587,0.19739493,0.19567535,0.19361387,0.19119320,0.18839086,0.18517752,0.18151444,0.17734957,0.17261114,0.16719660,0.16095232,0.15363201,0.14479964,0.13354864,0.11730244,0.05895708
111780,0.20116245,0.20101129,0.20055687,0.19979627,0.19872452,0.19733430,0.19561562,0.19355521,0.19113578,0.18833486,0.18512313,0.18146187,0.17729904,0.17256288,0.16715089,0.16090948,0.15359244,0.14476388,0.13351749,0.11727750,0.05894639
111840,0.20109989,0.20094881,0.20049462,0.19973442,0.19866324,0.19727375,0.19555596,0.19349661,0.19107842,0.18827893,0.18506880,0.18140936,0.17724856,0.17251467,0.16710524,0.16086669,0.15355292,0.14472815,0.13348638,0.11725258,0.05893571
111900,0.20103740,0.20088640,0.20043246,0.19967266,0.19860203,0.19721327,0.19549637,0.19343808,0.19102113,0.18822306,0.18501455,0.18135691,0.17719814,0.17246653,0.16705963,0.16082395,0.15351344,0.14469247,0.13345530,0.11722769,0.05892506
111960,0.20097499,0.20082407,0.20037036,0.19961097,0.19854090,0.19715286,0.19543685,0.19337963,0.19096391,0.18816726,0.18496035,0.18130453,0.17714779,0.17241844,0.16701408,0.16078126,0.15347400,0.14465682,0.13342425,0.11720283,0.05891442
112020,0.20091266,0.20076182,0.20030835,0.19954935,0.19847984,0.19709253,0.19537741,0.19332124,0.19090676,0.18811152,0.18490622,0.18125220,0.17709749,0.17237041,0.16696859,0.16073862,0.15343461,0.14462122,0.13339324,0.11717800,0.05890381
112080,0.20085040,0.20069964,0.20024641,0.19948781,0.19841886,0.19703227,0.19531804,0.19326293,0.19084968,0.18805585,0.18485216,0.18119995,0.17704725,0.17232243,0.16692314,0.16069603,0.15339527,0.14458565,0.13336227,0.11715319,0.05889321
112140,0.20078822,0.20063754,0.20018454,0.19942634,0.19835795,0.19697208,0.19525874,0.19320469,0.19079267,0.18800025,0.18479816,0.18114775,0.17699707,0.17227451,0.16687775,0.16065349,0.15335597,0.14455013,0.13333133,0.11712841,0.05888264
112200,0.20072612,0.20057551,0.20012276,0.19936495,0.19829712,0.19691197,0.19519951,0.19314652,0.19073573,0.18794472,0.18474423,0.18109561,0.17694696,0.17222665,0.16683241,0.16061099,0.15331672,0.14451464,0.13330042,0.11710365,0.05887208
112260,0.20066408,0.20051356,0.20006104,0.19930363,0.19823636,0.19685193,0.19514035,0.19308841,0.19067885,0.18788925,0.18469035,0.18104354,0.17689690,0.17217884,0.16678713,0.16056855,0.15327751,0.14447920,0.13326955,0.11707893,0.05886154
