time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface
93960,0.25892986,0.25811147,0.25565033,0.25152725,0.24570583,0.23812441,0.22868120,0.21720635,0.20340483,0.18672494,0.16598699,0.13786703,0.07288754,,,,,,,,0.06354107
94020,0.25875566,0.25793814,0.25547958,0.25136081,0.24554541,0.23797171,0.22853795,0.21707429,0.20328582,0.18662107,0.16590090,0.13780309,0.07286213,,,,,,,,0.06351723
94080,0.25858178,0.25776512,0.25530915,0.25119468,0.24538528,0.23781930,0.22839496,0.21694247,0.20316702,0.18651737,0.16581495,0.13773924,0.07283676,,,,,,,,0.06349345
94140,0.25840822,0.25759242,0.25513902,0.25102884,0.24522544,0.23766715,0.22825221,0.21681087,0.20304842,0.18641385,0.16572915,0.13767550,0.07281145,,,,,,,,0.06346972
94200,0.25823497,0.25742003,0.25496921,0.25086331,0.24506589,0.23751528,0.22810973,0.21667951,0.20293003,0.18631050,0.16564349,0.13761186,0.07278619,,,,,,,,0.06344606
94260,0.25806205,0.25724796,0.25479971,0.25069808,0.24490663,0.23736368,0.22796749,0.21654839,0.20281184,0.18620733,0.16555797,0.13754832,0.07276098,,,,,,,,0.06342246
94320,0.25788943,0.25707620,0.25463051,0.25053315,0.24474766,0.23721235,0.22782551,0.21641749,0.20269386,0.18610433,0.16547260,0.13748488,0.07273582,,,,,,,,0.06339892
94380,0.25771714,0.25690476,0.25446162,0.25036851,0.24458897,0.23706129,0.22768378,0.21628682,0.20257608,0.18600151,0.16538736,0.13742155,0.07271071,,,,,,,,0.06337544
94440,0.25754516,0.25673363,0.25429305,0.25020418,0.24443057,0.23691051,0.22754230,0.21615638,0.20245851,0.18589886,0.16530227,0.13735831,0.07268566,,,,,,,,0.06335202
94500,0.25737349,0.25656281,0.25412477,0.25004014,0.24427245,0.23675999,0.22740107,0.21602616,0.20234114,0.18579639,0.16521732,0.13729518,0.07266065,,,,,,,,0.06332866
94560,0.25720213,0.25639230,0.25395681,0.24987640,0.24411462,0.23660974,0.22726010,0.21589618,0.20222397,0.18569409,0.16513250,0.13723215,0.07263570,,,,,,,,0.06330536
94620,0.25703109,0.25622210,0.25378914,0.24971296,0.24395707,0.23645976,0.22711937,0.21576642,0.20210700,0.18559196,0.16504783,0.13716922,0.07261079,,,,,,,,0.06328212
94680,0.25686036,0.25605222,0.25362179,0.24954981,0.24379980,0.23631005,0.22697889,0.21563689,0.20199023,0.18549001,0.16496330,0.13710639,0.07258594,,,,,,,,0.06325894
94740,0.25668994,0.25588264,0.25345473,0.24938696,0.24364282,0.23616061,0.22683865,0.21550758,0.20187367,0.18538822,0.16487890,0.13704366,0.07256113,,,,,,,,0.06323581
94800,0.25651983,0.25571337,0.25328798,0.24922440,0.24348612,0.23601143,0.22669867,0.21537850,0.20175730,0.18528661,0.16479465,0.13698103,0.07253638,,,,,,,,0.06321275
94860,0.25635002,0.25554440,0.25312153,0.24906213,0.24332970,0.23586251,0.22655893,0.21524965,0.20164114,0.18518517,0.16471053,0.13691850,0.07251168,,,,,,,,0.06318974
94920,0.25618053,0.25537575,0.25295538,0.24890016,0.24317356,0.23571387,0.22641944,0.21512102,0.20152517,0.18508390,0.16462655,0.13685607,0.07248702,,,,,,,,0.06316680
94980,0.25601134,0.25520739,0.25278953,0.24873848,0.24301770,0.23556548,0.22628020,0.21499261,0.20140940,0.18498280,0.16454271,0.13679374,0.07246241,,,,,,,,0.06314391
95040,0.25584246,0.25503934,0.25262398,0.24857708,0.24286212,0.23541736,0.22614119,0.21486443,0.20129383,0.18488188,0.16445901,0.13673151,0.07243786,,,,,,,,0.06312108
95100,0.25567388,0.25487160,0.25245873,0.24841598,0.24270682,0.23526950,0.22600244,0.21473647,0.20117846,0.18478112,0.16437544,0.13666938,0.07241335,,,,,,,,0.06309830
95160,0.25550561,0.25470416,0.25229378,0.24825517,0.24255179,0.23512190,0.22586392,0.21460873,0.20106329,0.18468053,0.16429201,0.13660734,0.07238889,,,,,,,,0.06307559
95220,0.25533765,0.25453702,0.25212912,0.24809465,0.24239704,0.23497457,0.22572565,0.21448121,0.20094831,0.18458010,0.16420872,0.13654541,0.07236448,,,,,,,,0.06305293
95280,0.25516998,0.25437018,0.25196476,0.24793441,0.24224257,0.23482750,0.22558763,0.21435392,0.20083353,0.18447985,0.16412556,0.13648357,0.07234012,,,,,,,,0.06303033
95340,0.25500262,0.25420365,0.25180070,0.24777446,0.24208837,0.23468068,0.22544984,0.21422684,0.20071894,0.18437976,0.16404254,0.13642183,0.07231581,,,,,,,,0.06300779
95400,0.25483556,0.25403741,0.25163693,0.24761480,0.24193444,0.23453413,0.22531229,0.21409998,0.20060455,0.18427985,0.16395966,0.13636018,0.07229155,,,,,,,,0.06298530
95460,0.25466882,0.25387145,0.25147329,0.24745503,0.24178009,0.23438670,0.22517331,0.21397098,0.20048709,0.18417561,0.16387053,0.13628829,0.07218963,,,,,,,,0.06296307
95520,0.25450235,0.25370575,0.25130993,0.24729553,0.24162598,0.23423951,0.22503455,0.21384218,0.20036982,0.18407153,0.16378153,0.13621649,0.07208785,,,,,,,,0.06294097
95580,0.25433617,0.25354035,0.25114684,0.24713630,0.24147213,0.23409256,0.22489603,0.21371359,0.20025273,0.18396762,0.16369267,0.13614480,0.07198620,,,,,,,,0.06291894
95640,0.25417028,0.25337523,0.25098403,0.24697735,0.24131855,0.23394587,0.22475773,0.21358521,0.20013584,0.18386387,0.16360395,0.13607319,0.07188465,,,,,,,,0.06289699
95700,0.25400467,0.25321039,0.25082151,0.24681866,0.24116523,0.23379943,0.22461967,0.21345705,0.20001913,0.18376029,0.16351537,0.13600169,0.07178320,,,,,,,,0.06287509
95760,0.25383935,0.25304584,0.25065927,0.24666026,0.24101218,0.23365323,0.22448184,0.21332910,0.19990262,0.18365688,0.16342693,0.13593030,0.07167882,,,,,,,,0.06285326
95820,0.25367432,0.25288158,0.25049730,0.24650212,0.24085939,0.23350729,0.22434425,0.21320137,0.19978630,0.18355363,0.16333863,0.13585902,0.07157227,,,,,,,,0.06283148
95880,0.25350958,0.25271760,0.25033562,0.24634426,0.24070686,0.23336159,0.22420688,0.21307385,0.19967018,0.18345055,0.16325046,0.13578784,0.07146583,,,,,,,,0.06280976
95940,0.25334512,0.25255391,0.25017422,0.24618667,0.24055459,0.23321614,0.22406975,0.21294654,0.19955424,0.18334764,0.16316244,0.13571676,0.07135948,,,,,,,,0.06278809
96000,0.25318095,0.25239050,0.25001310,0.24602935,0.24040258,0.23307094,0.22393285,0.21281944,0.19943849,0.18324489,0.16307455,0.13564580,0.07125322,,,,,,,,0.06276648
96060,0.25301706,0.25222737,0.24985226,0.24587230,0.24025083,0.23292599,0.22379618,0.21269255,0.19932293,0.18314231,0.16298680,0.13557494,0.07114706,,,,,,,,0.06274493
96120,0.25285346,0.25206453,0.24969169,0.24571553,0.24009934,0.23278128,0.22365974,0.21256588,0.19920756,0.18303989,0.16289918,0.13550419,0.07104100,,,,,,,,0.06272343
96180,0.25269013,0.25190197,0.24953140,0.24555902,0.23994811,0.23263681,0.22352352,0.21243941,0.19909238,0.18293764,0.16281170,0.13543354,0.07093503,,,,,,,,0.06270198
96240,0.25252709,0.25173968,0.24937139,0.24540278,0.23979714,0.23249260,0.22338754,0.21231315,0.19897739,0.18283555,0.16272436,0.13536300,0.07082915,,,,,,,,0.06268059
96300,0.25236434,0.25157768,0.24921165,0.24524681,0.23964643,0.23234862,0.22325178,0.21218710,0.19886258,0.18273362,0.16263716,0.13529256,0.07072337,,,,,,,,0.06265925
96360,0.25220186,0.25141596,0.24905218,0.24509110,0.23949597,0.23220489,0.22311625,0.21206127,0.19874796,0.18263185,0.16255009,0.13522223,0.07061768,,,,,,,,0.06263796
96420,0.25203966,0.25125451,0.24889300,0.24493566,0.23934577,0.23206140,0.22298095,0.21193564,0.19863353,0.18253024,0.16246315,0.13515200,0.07051208,,,,,,,,0.06261672
96480,0.25187774,0.25109335,0.24873408,0.24478049,0.23919582,0.23191816,0.22284588,0.21181021,0.19851928,0.18242880,0.16237634,0.13508188,0.07040658,,,,,,,,0.06259554
96540,0.25171610,0.25093246,0.24857544,0.24462558,0.23904613,0.23177515,0.22271103,0.21168500,0.19840522,0.18232752,0.16228967,0.13501184,0.07030117,,,,,,,,0.06257441
96600,0.25155474,0.25077184,0.24841706,0.24447094,0.23889670,0.23163239,0.22257641,0.21155999,0.19829135,0.18222640,0.16220313,0.13494190,0.07019302,,,,,,,,0.06255333
96660,0.25139366,0.25061151,0.24825896,0.24431656,0.23874751,0.23148987,0.22244201,0.21143518,0.19817766,0.18212544,0.16211672,0.13487206,0.07008150,,,,,,,,0.06253230
96720,0.25123285,0.25045144,0.24810113,0.24416245,0.23859858,0.23134759,0.22230783,0.21131059,0.19806415,0.18202464,0.16203045,0.13480233,0.06997007,,,,,,,,0.06251132
96780,0.25107232,0.25029166,0.24794358,0.24400859,0.23844991,0.23120555,0.22217388,0.21118620,0.19795083,0.18192400,0.16194431,0.13473270,0.06985874,,,,,,,,0.06249040
96840,0.25091206,0.25013214,0.24778629,0.24385500,0.23830148,0.23106374,0.22204015,0.21106201,0.19783769,0.18182352,0.16185831,0.13466317,0.06974750,,,,,,,,0.06246953
96900,0.25075208,0.24997290,0.24762926,0.24370167,0.23815331,0.23092218,0.22190665,0.21093803,0.19772473,0.18172320,0.16177244,0.13459375,0.06963635,,,,,,,,0.06244870
96960,0.25059237,0.24981393,0.24747251,0.24354860,0.23800538,0.23078085,0.22177336,0.21081425,0.19761196,0.18162304,0.16168670,0.13452442,0.06952529,,,,,,,,0.06242793
97020,0.25043294,0.24965523,0.24731602,0.24339580,0.23785771,0.23063976,0.22164030,0.21069067,0.19749937,0.18152304,0.16160109,0.13445521,0.06941432,,,,,,,,0.06240721
97080,0.25027377,0.24949681,0.24715980,0.24324325,0.23771028,0.23049890,0.22150746,0.21056730,0.19738697,0.18142320,0.16151562,0.13438609,0.06930345,,,,,,,,0.06238654
97140,0.25011488,0.24933865,0.24700385,0.24309096,0.23756311,0.23035828,0.22137484,0.21044413,0.19727474,0.18132351,0.16143028,0.13431707,0.06919267,,,,,,,,0.06236591
97200,0.24995626,0.24918077,0.24684816,0.24293892,0.23741618,0.23021790,0.22124244,0.21032116,0.19716269,0.18122399,0.16134507,0.13424816,0.06908198,,,,,,,,0.06234534
97260,0.24979794,0.24902322,0.24669294,0.24278756,0.23727023,0.23007889,0.22111192,0.21020073,0.19705404,0.18112903,0.16126625,0.13418957,0.06906001,,,,,,,,0.06232464
97320,0.24963988,0.24886593,0.24653797,0.24263646,0.23712451,0.22994011,0.22098162,0.21008050,0.19694556,0.18103421,0.16118756,0.13413106,0.06903802,,,,,,,,0.06230391
97380,0.24948209,0.24870892,0.24638327,0.24248560,0.23697905,0.22980156,0.22085154,0.20996046,0.19683726,0.18093955,0.16110899,0.13407264,0.06901605,,,,,,,,0.06228320
97440,0.24932458,0.24855217,0.24622884,0.24233502,0.23683383,0.22966325,0.22072167,0.20984063,0.19672914,0.18084504,0.16103054,0.13401430,0.06899412,,,,,,,,0.06226254
97500,0.24916735,0.24839571,0.24607467,0.24218469,0.23668887,0.22952518,0.22059203,0.20972099,0.19662119,0.18075069,0.16095222,0.13395606,0.06897222,,,,,,,,0.06224192
97560,0.24901039,0.24823952,0.24592078,0.24203463,0.23654416,0.22938734,0.22046261,0.20960156,0.19651343,0.18065649,0.16087402,0.13389791,0.06895036,,,,,,,,0.06222134
97620,0.24885370,0.24808360,0.24576716,0.24188482,0.23639970,0.22924975,0.22033341,0.20948233,0.19640584,0.18056244,0.16079595,0.13383985,0.06892854,,,,,,,,0.06220081
97680,0.24869729,0.24792795,0.24561380,0.24173528,0.23625548,0.22911238,0.22020443,0.20936330,0.19629843,0.18046855,0.16071800,0.13378188,0.06890676,,,,,,,,0.06218033
97740,0.24854116,0.24777258,0.24546071,0.24158600,0.23611152,0.22897526,0.22007566,0.20924447,0.19619120,0.18037480,0.16064017,0.13372399,0.06888502,,,,,,,,0.06215990
97800,0.24838529,0.24761747,0.24530789,0.24143697,0.23596781,0.22883837,0.21994712,0.20912584,0.19608415,0.18028121,0.16056247,0.13366620,0.06886333,,,,,,,,0.06213952
97860,0.24822970,0.24746264,0.24515534,0.24128821,0.23582434,0.22870171,0.21981879,0.20900741,0.19597727,0.18018778,0.16048489,0.13360849,0.06884168,,,,,,,,0.06211918
97920,0.24807438,0.24730808,0.24500305,0.24113970,0.23568112,0.22856529,0.21969069,0.20888918,0.19587057,0.18009449,0.16040743,0.13355087,0.06882007,,,,,,,,0.06209889
97980,0.24791933,0.24715379,0.24485102,0.24099145,0.23553815,0.22842910,0.21956279,0.20877114,0.19576405,0.18000135,0.16033010,0.13349334,0.06879850,,,,,,,,0.06207866
98040,0.24776456,0.24699977,0.24469926,0.24084346,0.23539543,0.22829314,0.21943512,0.20865330,0.19565770,0.17990837,0.16025289,0.13343590,0.06877697,,,,,,,,0.06205847
98100,0.24761005,0.24684601,0.24454777,0.24069572,0.23525295,0.22815741,0.21930766,0.20853566,0.19555152,0.17981553,0.16017580,0.13337855,0.06875549,,,,,,,,0.06203833
98160,0.24745581,0.24669252,0.24439653,0.24054824,0.23511071,0.22802192,0.21918042,0.20841822,0.19544552,0.17972285,0.16009883,0.13332128,0.06873405,,,,,,,,0.06201823
98220,0.24730183,0.24653930,0.24424556,0.24040101,0.23496872,0.22788666,0.21905339,0.20830097,0.19533970,0.17963031,0.16002198,0.13326410,0.06871265,,,,,,,,0.06199819
98280,0.24714813,0.24638634,0.24409485,0.24025404,0.23482697,0.22775162,0.21892657,0.20818392,0.19523405,0.17953793,0.15994525,0.13320700,0.06869129,,,,,,,,0.06197819
98340,0.24699469,0.24623365,0.24394440,0.24010732,0.23468547,0.22761682,0.21879997,0.20806706,0.19512857,0.17944569,0.15986865,0.13315000,0.06866998,,,,,,,,0.06195825
98400,0.24684152,0.24608123,0.24379421,0.23996085,0.23454420,0.22748225,0.21867359,0.20795039,0.19502326,0.17935360,0.15979216,0.13309308,0.06864870,,,,,,,,0.06193835
98460,0.24668861,0.24592906,0.24364428,0.23981463,0.23440318,0.22734790,0.21854741,0.20783392,0.19491813,0.17926166,0.15971580,0.13303624,0.06862747,,,,,,,,0.06191850
98520,0.24653597,0.24577717,0.24349460,0.23966867,0.23426240,0.22721379,0.21842145,0.20771765,0.19481317,0.17916986,0.15963955,0.13297950,0.06860628,,,,,,,,0.06189870
98580,0.24638359,0.24562553,0.24334519,0.23952296,0.23412186,0.22707990,0.21829570,0.20760157,0.19470838,0.17907822,0.15956343,0.13292283,0.06858514,,,,,,,,0.06187894
98640,0.24623148,0.24547416,0.24319603,0.23937749,0.23398157,0.22694623,0.21817016,0.20748568,0.19460377,0.17898672,0.15948742,0.13286626,0.06856403,,,,,,,,0.06185923
98700,0.24607963,0.24532304,0.24304713,0.23923228,0.23384151,0.22681280,0.21804483,0.20736998,0.19449932,0.17889537,0.15941153,0.13280977,0.06854297,,,,,,,,0.06183957
98760,0.24592804,0.24517219,0.24289849,0.23908731,0.23370168,0.22667959,0.21791971,0.20725447,0.19439505,0.17880416,0.15933576,0.13275336,0.06852195,,,,,,,,0.06181996
98820,0.24577671,0.24502160,0.24275010,0.23894260,0.23356210,0.22654660,0.21779480,0.20713915,0.19429094,0.17871310,0.15926011,0.13269704,0.06850097,,,,,,,,0.06180040
98880,0.24562564,0.24487126,0.24260197,0.23879813,0.23342276,0.22641384,0.21767010,0.20702403,0.19418700,0.17862219,0.15918458,0.13264081,0.06848003,,,,,,,,0.06178088
98940,0.24547484,0.24472119,0.24245409,0.23865391,0.23328365,0.22628131,0.21754561,0.20690910,0.19408324,0.17853142,0.15910916,0.13258466,0.06845913,,,,,,,,0.06176141
99000,0.24532429,0.24457137,0.24230647,0.23850993,0.23314478,0.22614899,0.21742132,0.20679435,0.19397964,0.17844080,0.15903387,0.13252859,0.06843827,,,,,,,,0.06174199
99060,0.24517402,0.24442183,0.24215912,0.23836622,0.23300616,0.22601692,0.21729726,0.20667981,0.19387622,0.17835033,0.15895869,0.13247262,0.06841746,,,,,,,,0.06172261
99120,0.24502400,0.24427254,0.24201200,0.23822274,0.23286776,0.22588506,0.21717340,0.20656545,0.19377297,0.17826000,0.15888363,0.13241672,0.06839668,,,,,,,,0.06170329
99180,0.24487422,0.24412349,0.24186514,0.23807950,0.23272960,0.22575342,0.21704974,0.20645127,0.19366987,0.17816981,0.15880869,0.13236091,0.06837595,,,,,,,,0.06168400
99240,0.24472471,0.24397470,0.24171852,0.23793651,0.23259167,0.22562199,0.21692628,0.20633728,0.19356695,0.17807976,0.15873386,0.13230518,0.06835525,,,,,,,,0.06166477
99300,0.24457545,0.24382616,0.24157215,0.23779375,0.23245397,0.22549079,0.21680303,0.20622348,0.19346419,0.17798986,0.15865914,0.13224953,0.06833460,,,,,,,,0.06164558
99360,0.24442644,0.24367788,0.24142604,0.23765124,0.23231650,0.22535981,0.21667998,0.20610986,0.19336159,0.17790009,0.15858455,0.13219397,0.06831399,,,,,,,,0.06162643
99420,0.24427769,0.24352985,0.24128017,0.23750898,0.23217927,0.22522904,0.21655714,0.20599643,0.19325917,0.17781048,0.15851006,0.13213849,0.06829341,,,,,,,,0.06160733
99480,0.24412920,0.24338208,0.24113455,0.23736695,0.23204226,0.22509850,0.21643450,0.20588319,0.19315690,0.17772100,0.15843570,0.13208309,0.06827288,,,,,,,,0.06158828
99540,0.24398096,0.24323455,0.24098918,0.23722516,0.23190549,0.22496817,0.21631207,0.20577013,0.19305481,0.17763167,0.15836144,0.13202778,0.06825239,,,,,,,,0.06156928
99600,0.24383297,0.24308728,0.24084406,0.23708362,0.23176895,0.22483807,0.21618984,0.20565726,0.19295288,0.17754247,0.15828731,0.13197255,0.06823194,,,,,,,,0.06155031
99660,0.24368523,0.24294026,0.24069918,0.23694232,0.23163264,0.22470818,0.21606781,0.20554458,0.19285111,0.17745342,0.15821328,0.13191740,0.06821152,,,,,,,,0.06153140
99720,0.24353775,0.24279349,0.24055455,0.23680125,0.23149656,0.22457850,0.21594598,0.20543207,0.19274951,0.17736451,0.15813938,0.13186233,0.06819115,,,,,,,,0.06151253
99780,0.24339051,0.24264697,0.24041017,0.23666042,0.23136071,0.22444905,0.21582436,0.20531975,0.19264807,0.17727574,0.15806558,0.13180735,0.06817082,,,,,,,,0.06149371
99840,0.24324353,0.24250070,0.24026603,0.23651983,0.23122509,0.22431981,0.21570293,0.20520762,0.19254679,0.17718711,0.15799190,0.13175245,0.06815052,,,,,,,,0.06147493
99900,0.24309680,0.24235468,0.24012213,0.23637948,0.23108969,0.22419078,0.21558171,0.20509567,0.19244568,0.17709862,0.15791833,0.13169763,0.06813027,,,,,,,,0.06145619
99960,0.24295031,0.24220890,0.23997848,0.23623937,0.23095452,0.22406197,0.21546068,0.20498390,0.19234473,0.17701027,0.15784488,0.13164289,0.06811005,,,,,,,,0.06143750
100020,0.24280408,0.24206337,0.23983508,0.23609949,0.23081958,0.22393338,0.21533986,0.20487231,0.19224394,0.17692206,0.15777154,0.13158823,0.06808988,,,,,,,,0.06141886
100080,0.24265809,0.24191809,0.23969191,0.23595984,0.23068487,0.22380500,0.21521923,0.20476090,0.19214331,0.17683399,0.15769831,0.13153366,0.06806974,,,,,,,,0.06140026
100140,0.24251235,0.24177306,0.23954899,0.23582044,0.23055038,0.22367683,0.21509881,0.20464968,0.19204285,0.17674605,0.15762519,0.13147916,0.06804964,,,,,,,,0.06138170
100200,0.24236686,0.24162827,0.23940630,0.23568126,0.23041611,0.22354887,0.21497858,0.20453864,0.19194254,0.17665826,0.15755219,0.13142475,0.06802958,,,,,,,,0.06136319
100260,0.24222162,0.24148372,0.23926386,0.23554232,0.23028207,0.22342113,0.21485855,0.20442777,0.19184240,0.17657060,0.15747930,0.13137041,0.06800956,,,,,,,,0.06134472
100320,0.24207662,0.24133942,0.23912166,0.23540362,0.23014825,0.22329360,0.21473871,0.20431709,0.19174242,0.17648308,0.15740652,0.13131616,0.06798958,,,,,,,,0.06132630
100380,0.24193186,0.24119537,0.23897970,0.23526514,0.23001466,0.22316628,0.21461908,0.20420658,0.19164259,0.17639570,0.15733385,0.13126199,0.06796964,,,,,,,,0.06130792
100440,0.24178735,0.24105155,0.23883798,0.23512690,0.22988129,0.22303917,0.21449964,0.20409626,0.19154293,0.17630845,0.15726129,0.13120789,0.06794973,,,,,,,,0.06128958
100500,0.24164308,0.24090798,0.23869649,0.23498889,0.22974814,0.22291227,0.21438039,0.20398611,0.19144342,0.17622134,0.15718885,0.13115388,0.06792987,,,,,,,,0.06127129
100560,0.24149906,0.24076465,0.23855524,0.23485112,0.22961521,0.22278558,0.21426134,0.20387615,0.19134407,0.17613437,0.15711651,0.13109995,0.06791004,,,,,,,,0.06125304
100620,0.24135528,0.24062156,0.23841424,0.23471357,0.22948251,0.22265910,0.21414249,0.20376636,0.19124489,0.17604753,0.15704428,0.13104609,0.06789025,,,,,,,,0.06123484
100680,0.24121174,0.24047872,0.23827346,0.23457625,0.22935002,0.22253283,0.21402383,0.20365674,0.19114586,0.17596083,0.15697217,0.13099232,0.06787049,,,,,,,,0.06121668
100740,0.24106844,0.24033611,0.23813293,0.23443916,0.22921776,0.22240677,0.21390536,0.20354731,0.19104698,0.17587427,0.15690016,0.13093862,0.06785078,,,,,,,,0.06119856
100800,0.24092538,0.24019374,0.23799262,0.23430230,0.22908571,0.22228092,0.21378709,0.20343805,0.19094827,0.17578784,0.15682827,0.13088501,0.06783110,,,,,,,,0.06118048
100860,0.24078258,0.24005163,0.23785258,0.23416569,0.22895390,0.22215528,0.21366902,0.20332898,0.19084972,0.17570155,0.15675649,0.13083148,0.06781147,,,,,,,,0.06116245
100920,0.24064001,0.23990975,0.23771275,0.23402929,0.22882230,0.22202985,0.21355114,0.20322008,0.19075132,0.17561539,0.15668481,0.13077802,0.06779186,,,,,,,,0.06114446
100980,0.24049767,0.23976809,0.23757315,0.23389311,0.22869091,0.22190461,0.21343344,0.20311135,0.19065308,0.17552937,0.15661324,0.13072464,0.06777230,,,,,,,,0.06112651
101040,0.24035557,0.23962668,0.23743379,0.23375716,0.22855974,0.22177959,0.21331594,0.20300279,0.19055498,0.17544347,0.15654178,0.13067134,0.06775277,,,,,,,,0.06110861
101100,0.24021371,0.23948550,0.23729465,0.23362144,0.22842878,0.22165476,0.21319862,0.20289441,0.19045705,0.17535771,0.15647043,0.13061812,0.06773328,,,,,,,,0.06109074
101160,0.24007209,0.23934455,0.23715575,0.23348594,0.22829804,0.22153014,0.21308150,0.20278620,0.19035927,0.17527209,0.15639919,0.13056497,0.06771383,,,,,,,,0.06107292
101220,0.23993070,0.23920385,0.23701708,0.23335067,0.22816752,0.22140573,0.21296457,0.20267816,0.19026164,0.17518659,0.15632805,0.13051190,0.06769441,,,,,,,,0.06105515
101280,0.23978955,0.23906337,0.23687865,0.23321562,0.22803721,0.22128152,0.21284783,0.20257030,0.19016417,0.17510123,0.15625702,0.13045891,0.06767504,,,,,,,,0.06103741
101340,0.23964863,0.23892313,0.23674044,0.23308079,0.22790712,0.22115751,0.21273127,0.20246261,0.19006685,0.17501600,0.15618610,0.13040600,0.06765569,,,,,,,,0.06101971
101400,0.23950795,0.23878313,0.23660246,0.23294619,0.22777724,0.22103370,0.21261491,0.20235510,0.18996969,0.17493091,0.15611529,0.13035317,0.06763639,,,,,,,,0.06100206
101460,0.23936750,0.23864336,0.23646471,0.23281181,0.22764757,0.22091010,0.21249873,0.20224775,0.18987268,0.17484594,0.15604458,0.13030041,0.06761712,,,,,,,,0.06098445
101520,0.23922729,0.23850382,0.23632719,0.23267765,0.22751812,0.22078670,0.21238274,0.20214058,0.18977582,0.17476111,0.15597398,0.13024773,0.06759789,,,,,,,,0.06096688
101580,0.23908731,0.23836451,0.23618990,0.23254372,0.22738888,0.22066350,0.21226694,0.20203358,0.18967911,0.17467640,0.15590349,0.13019512,0.06757869,,,,,,,,0.06094935
101640,0.23894756,0.23822543,0.23605283,0.23241000,0.22725986,0.22054050,0.21215133,0.20192675,0.18958256,0.17459183,0.15583310,0.13014259,0.06755953,,,,,,,,0.06093186
101700,0.23880805,0.23808659,0.23591600,0.23227651,0.22713104,0.22041770,0.21203590,0.20182009,0.18948616,0.17450739,0.15576282,0.13009014,0.06754041,,,,,,,,0.06091441
101760,0.23866876,0.23794797,0.23577938,0.23214323,0.22700244,0.22029510,0.21192066,0.20171360,0.18938990,0.17442308,0.15569264,0.13003777,0.06752132,,,,,,,,0.06089701
101820,0.23852971,0.23780959,0.23564300,0.23201018,0.22687404,0.22017270,0.21180560,0.20160727,0.18929380,0.17433889,0.15562257,0.12998547,0.06750227,,,,,,,,0.06087964
101880,0.23839089,0.23767143,0.23550684,0.23187734,0.22674586,0.22005050,0.21169073,0.20150112,0.18919786,0.17425484,0.15555261,0.12993325,0.06748325,,,,,,,,0.06086232
101940,0.23825230,0.23753350,0.23537090,0.23174473,0.22661789,0.21992850,0.21157605,0.20139514,0.18910206,0.17417092,0.15548275,0.12988110,0.06746427,,,,,,,,0.06084503
102000,0.23811394,0.23739580,0.23523519,0.23161233,0.22649012,0.21980670,0.21146154,0.20128932,0.18900641,0.17408712,0.15541299,0.12982903,0.06744533,,,,,,,,0.06082779
102060,0.23797580,0.23725833,0.23509971,0.23148015,0.22636257,0.21968509,0.21134723,0.20118368,0.18891091,0.17400346,0.15534334,0.12977703,0.06742642,,,,,,,,0.06081059
102120,0.23783790,0.23712109,0.23496444,0.23134818,0.22623522,0.21956368,0.21123309,0.20107820,0.18881556,0.17391992,0.15527379,0.12972511,0.06740754,,,,,,,,0.06079343
102180,0.23770022,0.23698407,0.23482940,0.23121643,0.22610808,0.21944247,0.21111914,0.20097289,0.18872036,0.17383651,0.15520435,0.12967326,0.06738871,,,,,,,,0.06077630
102240,0.23756277,0.23684727,0.23469458,0.23108490,0.22598114,0.21932145,0.21100537,0.20086774,0.18862530,0.17375323,0.15513501,0.12962149,0.06736990,,,,,,,,0.06075922
102300,0.23742554,0.23671071,0.23455998,0.23095358,0.22585442,0.21920063,0.21089179,0.20076276,0.18853040,0.17367008,0.15506577,0.12956980,0.06735114,,,,,,,,0.06074218
102360,0.23728854,0.23657436,0.23442561,0.23082248,0.22572790,0.21908000,0.21077838,0.20065795,0.18843564,0.17358705,0.15499664,0.12951817,0.06733240,,,,,,,,0.06072517
102420,0.23715177,0.23643825,0.23429145,0.23069159,0.22560158,0.21895957,0.21066516,0.20055330,0.18834104,0.17350415,0.15492761,0.12946663,0.06731370,,,,,,,,0.06070821
102480,0.23701522,0.23630235,0.23415751,0.23056092,0.22547548,0.21883933,0.21055212,0.20044882,0.18824657,0.17342138,0.15485869,0.12941515,0.06729504,,,,,,,,0.06069129
102540,0.23687890,0.23616668,0.23402380,0.23043046,0.22534957,0.21871929,0.21043925,0.20034450,0.18815226,0.17333873,0.15478986,0.12936376,0.06727641,,,,,,,,0.06067440
102600,0.23674280,0.23603123,0.23389030,0.23030021,0.22522387,0.21859944,0.21032657,0.20024035,0.18805809,0.17325621,0.15472114,0.12931243,0.06725782,,,,,,,,0.06065755
102660,0.23660694,0.23589602,0.23375704,0.23017019,0.22509839,0.21847980,0.21021409,0.20013638,0.18796408,0.17317382,0.15465253,0.12926119,0.06723926,,,,,,,,0.06064075
